0.45	123.850852888	155.384726871
0.515	57.7960758547	219.522565552
0.58	46.4516345311	224.179933699
0.645	37.6308770535	232.871541308
0.71	18.1614536723	250.1072236
0.775	17.9067741333	251.552071562
0.84	12.1702920154	279.718860493
0.905	13.4025218344	294.366618994
0.97	19.0172950254	274.93307347
1.035	29.1539141965	286.097564258
1.1	43.2479173527	295.169328619
